Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
vert.x,io.vertx.core,VertxTest.Hook,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core,VertxUseDaemonThreadTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: useDaemonThread
vert.x,io.vertx.core.dns,AddressResolverOptionsConverter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.dns,DnsClientOptionsConverter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DnsClientOptionsConverter; DnsClientOptions
vert.x,io.vertx.core.dns,AddressResolverOptions,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_SERVERS; DEFAULT_OPT_RESOURCE_ENABLED; DEFAULT_CACHE_MIN_TIME_TO_LIVE; DEFAULT_CACHE_MAX_TIME_TO_LIVE; DEFAULT_CACHE_NEGATIVE_TIME_TO_LIVE; DEFAULT_QUERY_TIMEOUT; DEFAULT_MAX_QUERIES; DEFAULT_RD_FLAG; DEFAULT_SEACH_DOMAINS; DEFAULT_NDOTS; DEFAULT_ROTATE_SERVERS; DEFAULT_ROUND_ROBIN_INET_ADDRESS; hostsPath; hostsValue; servers; optResourceEnabled; cacheMinTimeToLive; cacheMaxTimeToLive; cacheNegativeTimeToLive; queryTimeout; maxQueries; rdFlag; searchDomains; ndots; rotateServers; roundRobinInetAddress
vert.x,io.vertx.core.dns,AddressResolverOptions,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 34 public methods
vert.x,io.vertx.core.dns,DnsClientOptions,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_PORT; DEFAULT_HOST; DEFAULT_QUERY_TIMEOUT; DEFAULT_LOG_ENABLED; DEFAULT_LOG_ACTIVITY_FORMAT; DEFAULT_RECURSION_DESIRED; port; host; queryTimeout; logActivity; activityLogFormat; recursionDesired
vert.x,io.vertx.core.dns,DnsException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.dns,DnsResponseCode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: errorCode; message
vert.x,io.vertx.core.dns,DNSTest,Feature Envy,The tool detected a instance of this smell because testDefaultDnsClient is more interested in members of the type: FakeDNSServer
vert.x,io.vertx.core.dns,DNSTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
vert.x,io.vertx.core.dns,HostnameResolutionTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 31 public methods
vert.x,io.vertx.core.eventbus,EventBusOptionsConverter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EventBusOptionsConverter; EventBusOptions
vert.x,io.vertx.core.eventbus,EventBusOptionsConverter,Insufficient Modularization,The tool detected the smell in this class because the class is highly complex. The sum of cyclomatic complexity of all methods of this class (i.e. WMC) is: 121
vert.x,io.vertx.core.eventbus,DeliveryContext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.eventbus,DeliveryOptions,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_TIMEOUT; DEFAULT_LOCAL_ONLY; DEFAULT_TRACING_POLICY; timeout; codecName; headers; localOnly; tracingPolicy
vert.x,io.vertx.core.eventbus,EventBusOptions,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_CLUSTER_HOST; DEFAULT_CLUSTER_PORT; DEFAULT_CLUSTER_PUBLIC_HOST; DEFAULT_CLUSTER_PUBLIC_PORT; DEFAULT_CLUSTER_PING_INTERVAL; DEFAULT_CLUSTER_PING_REPLY_INTERVAL; clusterPublicHost; clusterPublicPort; clusterPingInterval; clusterPingReplyInterval; clusterNodeMetadata; DEFAULT_ACCEPT_BACKLOG; DEFAULT_CLIENT_AUTH; port; host; acceptBacklog; clientAuth; DEFAULT_RECONNECT_ATTEMPTS; DEFAULT_RECONNECT_INTERVAL; DEFAULT_CONNECT_TIMEOUT; DEFAULT_TRUST_ALL; reconnectAttempts; reconnectInterval; connectTimeout; trustAll
vert.x,io.vertx.core.eventbus,EventBusOptions,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 69 public methods
vert.x,io.vertx.core.eventbus,ReplyFailure,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.eventbus,ClusteredEventBusTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 41 public methods
vert.x,io.vertx.core.eventbus,ClusteredEventBusTest.CountingHandler,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: counter
vert.x,io.vertx.core.eventbus,ClusteredEventBusTest.CountingHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.eventbus,ClusteredEventBusTestBase,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): EventBusTestBase
vert.x,io.vertx.core.eventbus,ClusteredEventBusTestBase.MyVerticle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pingServerAddress; pingClientAddress
vert.x,io.vertx.core.eventbus,ClusteredEventBusTestBase.MyVerticle,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.eventbus,ClusteredEventBusWithSSLTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.eventbus,ClusteredEventBusWithSSLTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ClusteredEventBusTestBase
vert.x,io.vertx.core.eventbus,CustomNodeSelectorTest.CustomNodeSelector,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: clusterManager; rack
